crop_type,soil_type,region,season,farm_size_acres,temperature_C,rainfall_mm,soil_moisture_percent,humidity_percent,groundwater_availability,irrigation_type
Rice,Loam,Semi-Arid,Zaid,36.51904179841751,44.739384802409475,241.27044084872466,69.20941330895396,52.97565286414362,Low,Drip
Sugarcane,Loam,Arid,Rabi,48.430143190431544,21.533193004636782,92.7145930769452,59.13438060572811,60.86726239497409,Low,Drip
Cotton,Loam,Semi-Arid,Kharif,17.92165868688085,44.83708757266915,300.5763670458632,58.1849598135566,32.54439168872715,Low,Drip
Cotton,Loam,Humid,Zaid,29.33030272140747,42.142166882935015,693.3147556615792,71.90577820250475,46.063841891784385,Low,Drip
Grapes,Clayey Loam,Humid,Rabi,28.987267776393853,19.738824516243408,901.6214295921166,38.416095605350094,60.460952362259235,High,Flood
Barley,Clayey Loam,Semi-Arid,Rabi,19.69888918588572,21.78958827810296,224.2322820768016,56.484808821541854,62.55711045543294,High,Drip
Maize,Clayey Loam,Humid,Rabi,13.112501654464936,10.837513445639773,668.4902638394216,16.35262656384014,31.140453429869748,Medium,Flood
Rice,Sandy,Semi-Arid,Zaid,15.872469965587767,32.94122505058471,281.40465119598264,77.71789761701838,80.38644131707875,High,Drip
Maize,Loam,Sub-Humid,Rabi,0.5508431116951913,17.76505613451607,664.32758272883,58.91851740472006,58.50979784472667,High,Flood
Cotton,Silty,Humid,Rabi,38.5929240151331,18.742812166302443,680.7969591637011,26.422449176962914,72.32923506706612,Low,Drip
Rice,Clayey Loam,Semi-Arid,Rabi,34.46188017109683,20.635103873085463,209.61634037287834,76.85554688015054,67.24838148249626,Medium,Drip
Rice,Clay,Sub-Humid,Kharif,9.15968329227027,35.00449823769042,588.385975819856,15.959157598209327,36.956316404565,Low,Drip
Cotton,Clay,Semi-Arid,Kharif,34.5778755653669,27.729893440269574,368.123385552501,39.73918198925571,40.123710707349545,High,Sprinkler
Barley,Loam,Humid,Rabi,49.32185875876459,11.909233778206865,763.9252928731003,78.66924658360713,84.8622206553458,High,Flood
Sugarcane,Clayey Loam,Sub-Humid,Zaid,1.1168540550047,35.887925890958385,611.268252914422,32.396242762849425,54.28954419335177,High,Flood
Barley,Clayey Loam,Sub-Humid,Rabi,37.121964147788994,12.55878671853132,611.0890196932432,33.91806124089993,48.78189656917568,Medium,Flood
Barley,Sandy,Humid,Rabi,49.518951828350225,19.314554593909314,1056.5678018584283,27.195650684142375,70.9700422899228,High,Flood
Vegetable,Clayey Loam,Arid,Kharif,19.604007624211555,39.65581199021625,5.292448364917074,24.67408679091286,23.872859340594704,Medium,Drip
Maize,Clay,Sub-Humid,Zaid,49.16883771661148,44.176316488185876,466.2226393437284,67.2338480952005,39.21746295474871,Low,Drip
Vegetable,Clay,Arid,Zaid,49.25369662155764,39.925372174072194,108.17556373128461,33.942619330563275,30.82454686671563,High,Drip
Grapes,Sandy,Sub-Humid,Rabi,15.804708980780994,24.63872825090336,587.4192279310895,66.21717172363901,26.976057158392557,High,Flood
Rice,Clay,Humid,Rabi,33.5995380533745,13.476014269276671,1068.7714550918174,27.717513685758867,94.22147584937105,Low,Drip
Sugarcane,Clay,Semi-Arid,Kharif,14.504339849271544,39.57107962773645,287.7878207506126,25.117822751994407,84.3551788789341,Medium,Drip
Grapes,Sandy,Arid,Zaid,18.00450735145159,38.06677121625782,1.3721056463365744,78.31815144204224,49.00376132859094,Low,Drip
Sugarcane,Loam,Semi-Arid,Rabi,4.808033885551065,23.37266881796883,310.13877607848474,65.89565341515416,86.0603543771257,Low,Drip
Grapes,Silty,Arid,Rabi,35.95609665179523,16.013774798285446,51.08203189250665,30.700327894049597,38.470082164700045,Low,Drip
Cotton,Clayey Loam,Arid,Zaid,35.359640810499705,30.000234977716357,107.57195511072831,74.35068727902895,26.3769701264919,High,Drip
Maize,Sandy,Arid,Rabi,21.736179767711082,16.082884392536297,39.767396659467934,13.749208207384436,58.364024167241254,High,Drip
Barley,Clayey Loam,Sub-Humid,Zaid,18.07276460186656,36.563702678226896,678.3968778963373,28.10923891356254,67.59929086280965,High,Flood
Vegetable,Clay,Sub-Humid,Kharif,29.428754268465333,27.49661462425364,630.764087246398,61.23440876793028,25.809838785639023,Medium,Flood
Barley,Sandy,Arid,Kharif,36.60308408947965,35.12689668530793,48.64569406805075,39.134362688681875,46.382207913660295,Low,Drip
Wheat,Clay,Arid,Kharif,13.842861612885581,26.207829630187895,84.22562516848609,17.797053187376015,39.4462678062067,Medium,Drip
Rice,Clayey Loam,Humid,Kharif,12.874117212890223,42.48081952971909,858.4753813127456,64.48290095758183,63.76768060541677,High,Flood
Vegetable,Clayey Loam,Arid,Zaid,44.287851281855296,40.702641519519474,79.46002194052336,19.28859318014451,45.60887282900781,Medium,Drip
Barley,Clayey Loam,Arid,Zaid,20.257037102473728,28.434952666888897,38.51523513435791,27.813622197384706,66.38149803813403,Low,Drip
Maize,Clay,Sub-Humid,Zaid,17.11481466742007,42.02453846464216,694.0849008585951,62.39437202078211,52.4392189579184,Medium,Flood
Rice,Silty,Sub-Humid,Kharif,3.387521200057563,41.5877088293991,624.0113401264017,54.91589583018743,92.10334598256806,Medium,Flood
Sugarcane,Clayey Loam,Sub-Humid,Zaid,38.52303307388924,29.498598921374228,317.59282181339194,48.48234781495333,29.331833312128047,Medium,Sprinkler
Vegetable,Loam,Semi-Arid,Zaid,40.75770169466729,37.517478750029774,389.62586396352066,64.07489013948094,69.56188520161311,High,Sprinkler
Sugarcane,Clayey Loam,Humid,Rabi,30.620773109393724,14.021045702228474,861.9455176914541,29.663251993665217,55.92558969893223,Medium,Flood
Grapes,Silty,Arid,Zaid,21.199417207498474,33.08559320544207,70.46898449575454,75.85682268909788,45.60359271869841,Medium,Drip
Maize,Clay,Semi-Arid,Rabi,27.581397014696236,14.274988835105319,370.467739209023,23.10126976340696,26.814224733931457,Low,Drip
Cotton,Silty,Humid,Kharif,3.707116918879975,33.53699920481835,724.8030968376647,29.846888429315463,42.314206840529955,High,Flood
Cotton,Clay,Humid,Rabi,12.612376322468938,18.27040857667673,738.305182669332,19.27003536933993,39.34855729325733,Medium,Flood
Maize,Sandy,Arid,Rabi,30.0820518546091,21.462523599032345,46.471627731335815,41.922756509856995,53.97286903930502,High,Drip
Cotton,Loam,Humid,Rabi,33.6289342130994,17.03246971897069,1034.603580365158,66.54940647600796,52.39749560676497,Low,Drip
Barley,Clayey Loam,Sub-Humid,Rabi,11.486560094082245,11.446742595716792,675.044872311264,30.18518362538364,31.456475020336402,Low,Drip
Vegetable,Sandy,Sub-Humid,Zaid,40.6249304012043,41.73197527060435,387.6424279909517,33.100472622804276,54.58807710779287,Low,Drip
Cotton,Loam,Semi-Arid,Zaid,1.481002956206067,44.14880486050952,260.15059491549323,26.56826920944731,92.70904682561442,High,Drip
Sugarcane,Loam,Semi-Arid,Rabi,21.662790375352373,19.765367524606575,160.94058998931723,54.496870344770855,52.164564712629954,Medium,Drip
Cotton,Silty,Semi-Arid,Rabi,9.721477239901585,21.05123409406591,349.89910204069474,18.500553110854362,43.34458608438703,Low,Drip
Wheat,Clay,Humid,Kharif,7.223272007870785,25.48274843685079,681.1985750531876,32.6776489870109,89.32107780390993,Low,Drip
Barley,Clayey Loam,Semi-Arid,Zaid,34.11990494335987,29.397644045942865,343.3156978158945,76.77325364494507,29.027207639165745,High,Sprinkler
Cotton,Sandy,Humid,Rabi,22.07413530636694,15.961673284523869,984.8827917945995,20.128508598306528,42.803740017402134,High,Flood
Barley,Sandy,Humid,Rabi,38.69460238729451,18.805331345205516,605.9013368092226,61.24762975336044,68.27997193467726,High,Flood
Barley,Clay,Humid,Kharif,6.854989334516827,43.53301943596857,975.067063141966,76.29567336133701,78.2024525935243,Medium,Flood
Barley,Loam,Arid,Rabi,37.9533779304126,16.477435831682563,6.6064404320869965,66.77983097200175,35.170887299810275,Low,Drip
Vegetable,Clayey Loam,Humid,Rabi,32.211658740415054,11.283525221621964,671.7618650412834,50.797250592161355,84.04927825261228,Low,Drip
Sugarcane,Clay,Humid,Rabi,22.283204398034425,20.74229505769906,764.0412228044111,74.48132973195682,38.09016517773753,Low,Drip
Vegetable,Clayey Loam,Sub-Humid,Zaid,44.092182245755154,35.975044789002794,501.0427410823838,77.48070579353852,61.19525812991052,Medium,Sprinkler
Sugarcane,Clay,Sub-Humid,Kharif,8.12879057710218,36.52447310844008,427.75268643413284,54.487939256552565,82.54917601571375,Medium,Sprinkler
Sugarcane,Loam,Sub-Humid,Zaid,12.184874275215593,31.14603849078186,533.0129320772888,50.60375613728425,50.10540606213996,High,Sprinkler
Vegetable,Silty,Semi-Arid,Kharif,44.43140604936502,37.26144059764093,267.60602005957526,70.77392492342345,31.177570494457207,Medium,Drip
Cotton,Sandy,Humid,Rabi,11.300247042311362,14.87714061635176,986.8192830352016,14.657050270886486,31.084184219696045,Low,Drip
Vegetable,Clay,Semi-Arid,Rabi,2.169389406577076,23.842212254216427,139.99873382011725,34.626750389223474,39.36160038795633,Medium,Manual
Maize,Silty,Arid,Zaid,20.444804670056307,40.29859911579125,41.748020614245995,79.69522962136753,35.91538596553508,Medium,Drip
Rice,Silty,Semi-Arid,Rabi,30.00490017636301,19.594417852519904,212.37046594456842,59.50917169024841,21.383251698251893,Medium,Drip
Vegetable,Clayey Loam,Sub-Humid,Rabi,44.73758915571707,14.382575078612097,382.7102792591607,56.25804321317029,43.306462792533225,High,Sprinkler
Barley,Loam,Humid,Rabi,28.42096745103861,21.48355965649551,855.584364218289,55.91593647570176,64.65397910379679,Medium,Flood
Sugarcane,Sandy,Sub-Humid,Kharif,36.57698851443111,42.51057301865771,601.3466249367366,46.89967995915971,27.429597589308205,Medium,Flood
Grapes,Loam,Semi-Arid,Kharif,25.423000737464026,39.19350189758832,115.14980330359992,73.53254133908057,30.40568716959348,Medium,Drip
Maize,Loam,Arid,Zaid,3.9212426433256313,37.731368314361944,35.94874976994547,43.62990695316523,92.95357639696323,Low,Drip
Barley,Silty,Semi-Arid,Zaid,22.70230063345701,28.210795373142073,306.3457524740976,45.172275298116425,48.228229714009345,Low,Drip
Sugarcane,Clayey Loam,Semi-Arid,Kharif,1.5148671010635066,34.31933681237061,176.44395325874564,16.797769267819948,41.54432020310366,Medium,Manual
Wheat,Clay,Semi-Arid,Zaid,29.558352406950025,41.61362653012465,338.73184795489937,44.40475632782775,55.05491574594233,Low,Drip
Vegetable,Clay,Sub-Humid,Kharif,10.53344039116542,25.315350092979184,530.91866755713,40.54270037039029,87.59808139578297,High,Sprinkler
Rice,Sandy,Humid,Rabi,43.84594136494731,23.912026908727388,729.4349745484985,46.08783924334227,94.18548132839686,Medium,Flood
Grapes,Sandy,Humid,Kharif,10.264649204387766,38.9311722622824,1089.9297969867368,49.97514787908082,62.038469291030545,Low,Drip
Wheat,Clayey Loam,Sub-Humid,Kharif,33.62624950064245,35.19944784669934,330.8121836784279,61.55687161257158,82.81384305510417,High,Sprinkler
Barley,Sandy,Humid,Rabi,7.7003768564561454,10.799548783043242,969.4247925040371,79.96729747011413,68.80709692497301,Medium,Flood
Grapes,Silty,Sub-Humid,Kharif,17.27586712861966,41.12041170059402,547.9526577697379,57.05839553914393,78.17433596359089,High,Sprinkler
Cotton,Loam,Humid,Kharif,3.3926981627745834,36.664596486179235,1015.6708743495249,71.02328157292284,85.82760581787994,High,Flood
Sugarcane,Silty,Arid,Kharif,14.794376114144487,27.72678334572911,59.53636828178746,34.2953996846004,46.855735052359364,Medium,Drip
Barley,Silty,Arid,Rabi,41.957899271705834,23.716331870202033,125.02836106378142,73.90854947602053,63.19265232370225,Medium,Drip
Vegetable,Loam,Humid,Kharif,19.566721362654086,27.24510695733592,816.3847557722634,55.54211680745724,92.66106525185504,Medium,Flood
Wheat,Clay,Sub-Humid,Zaid,26.872968135831023,30.12708117860506,606.220342587332,32.00862888727664,82.86801782157139,High,Flood
Cotton,Clay,Humid,Kharif,19.82462316558102,28.517697872054185,761.2307017133634,49.17438633724399,47.972705974480434,Low,Drip
Vegetable,Loam,Sub-Humid,Rabi,1.7994813561706613,23.504762963675077,579.1130824038448,48.59465474192016,65.29057803151994,High,Flood
Cotton,Silty,Arid,Kharif,36.10320643896009,33.178732031278,80.98446993542767,74.91628721237011,80.90012328331008,Low,Drip
Rice,Clayey Loam,Semi-Arid,Rabi,33.98027627089764,18.702148427564325,307.2832305752103,18.165918937326268,32.69314035085034,High,Sprinkler
Sugarcane,Sandy,Arid,Kharif,5.353001155396043,34.00373007335369,114.8618645232981,35.14277984434699,31.582157477798813,High,Drip
Rice,Sandy,Semi-Arid,Zaid,0.8266196378286801,38.31712719449265,369.23935703920273,48.92504478805507,80.18712509847882,Low,Drip
Sugarcane,Loam,Semi-Arid,Rabi,32.931871085723905,17.968616679224382,264.7788701035797,49.64371584754446,32.03419618984018,Medium,Drip
Wheat,Sandy,Arid,Rabi,27.971523624424208,24.58490835074385,21.058371662405484,18.813240513661142,73.48214378356673,Medium,Drip
Rice,Silty,Semi-Arid,Zaid,45.640452422917654,31.498137237307613,129.2769326973482,70.04570640590322,87.07434674134575,High,Drip
Cotton,Loam,Humid,Kharif,10.131909625273606,39.780390071075296,658.7347931895717,51.23303167558501,75.61571155893529,Low,Drip
Sugarcane,Silty,Semi-Arid,Rabi,25.43709174319307,13.017950201498776,193.54152628298885,69.67359581759587,91.01863924466876,High,Drip
Barley,Clayey Loam,Humid,Rabi,11.1354892740836,24.359430983585014,813.8521841970821,79.21141024367591,36.165491251258864,Medium,Flood
Vegetable,Clayey Loam,Semi-Arid,Rabi,31.301148001581225,10.711179626412683,285.5220111932775,53.47484391047382,52.94084432966015,Low,Drip
Wheat,Sandy,Arid,Kharif,24.152946174978638,30.245689966788824,71.01513043789167,76.21795852086281,81.49899192547468,Low,Drip
Maize,Sandy,Arid,Rabi,28.28377693643086,22.097763066699404,85.66669995566568,38.270250821487124,44.09507275848836,Medium,Drip
Grapes,Sandy,Semi-Arid,Rabi,34.24600752477668,10.360146718032174,104.16012143353367,17.798345853123354,35.18068120244309,Low,Drip
Grapes,Clayey Loam,Arid,Zaid,16.230255939195477,33.666246275528586,93.51811301900497,57.85856054065615,32.80024764923078,Medium,Drip
Rice,Clay,Semi-Arid,Zaid,49.503024084562206,30.672960996265118,157.15954670578168,73.92386172845565,59.27136699461933,Low,Drip
Cotton,Loam,Arid,Kharif,49.50014371841161,44.124778894194705,119.10031085899405,54.411785613027305,75.50860489628343,Low,Drip
Cotton,Clayey Loam,Humid,Kharif,5.1880949744782505,43.14057896473593,1048.3632736296647,56.164205162667194,72.57903144528686,Low,Drip
Rice,Loam,Semi-Arid,Kharif,14.81471264186072,42.44710844666773,272.4663726096527,52.45537236958793,74.0011005489823,Low,Drip
Maize,Clayey Loam,Humid,Rabi,32.96597919378155,22.09193868789052,712.1801236701048,17.666064121408077,40.86065853546653,Medium,Flood
Maize,Silty,Sub-Humid,Zaid,48.478518550705985,35.93092782327118,411.2553226207233,76.02881484361083,76.52623917336837,High,Sprinkler
Sugarcane,Silty,Sub-Humid,Zaid,24.665502799970962,28.085102963496464,662.114984781535,71.93554046500522,89.46593270201376,Medium,Flood
Grapes,Silty,Arid,Kharif,25.40852984180595,25.982392942323443,42.89392048304776,41.90824087636572,47.89366180150555,Medium,Drip
Wheat,Sandy,Semi-Arid,Kharif,0.6693694405210113,44.329206746582294,383.1905206712533,21.93835306359435,86.65856001780892,Medium,Drip
Cotton,Loam,Arid,Zaid,8.12521582151429,30.688366606719296,60.622562325022095,21.213874869400115,64.97467883487131,High,Drip
Rice,Clayey Loam,Arid,Kharif,46.83362972248416,38.27792096563872,5.875763231492476,12.655473316697956,92.4298911514415,Low,Drip
Wheat,Loam,Semi-Arid,Kharif,3.739281128258528,40.77517048426809,285.05409439869567,37.467291540621844,92.71760713901993,Medium,Drip
Maize,Sandy,Humid,Kharif,26.48942565753225,43.00018128118222,693.3272827914745,21.636171751053045,69.18300325827042,Medium,Flood
Barley,Silty,Sub-Humid,Zaid,2.801929961114186,39.606802188234184,667.6981312743305,45.419032749748304,74.47064659879206,High,Flood
Sugarcane,Loam,Humid,Rabi,16.617977717883953,24.51907310258711,1031.77416767468,79.22038625485106,76.42306701735615,Medium,Flood
Maize,Loam,Semi-Arid,Zaid,22.661131337169294,37.349333182559555,260.16261436556204,37.652720864707035,22.054756837862573,High,Drip
Barley,Clay,Humid,Kharif,3.721616108858425,35.33322980124909,1008.6926006698463,33.413143774156026,66.62903608514716,High,Flood
Vegetable,Sandy,Arid,Zaid,32.49980530698754,41.5790084887126,13.022656921187709,53.48114812644288,88.95483107654852,High,Drip
Grapes,Clayey Loam,Semi-Arid,Rabi,2.555241775758334,10.522924237797602,332.97742252804954,44.341383139350576,33.69847096026478,Low,Drip
Vegetable,Clay,Sub-Humid,Rabi,25.73157051168053,20.30043998024137,561.6755417135777,67.74371265731648,82.50558387483537,Low,Drip
Vegetable,Loam,Humid,Rabi,25.22286133160636,12.417961349938015,826.1116272299926,13.556753098695031,91.13986189709021,Medium,Flood
Maize,Loam,Arid,Rabi,47.14543494651752,21.269219716467028,126.95175859322211,26.07965134192125,88.08468315657748,Low,Drip
Wheat,Loam,Arid,Rabi,7.587551620905495,15.978208348444628,124.69975595235728,59.47569788419718,65.49739992634373,Medium,Drip
Wheat,Loam,Arid,Kharif,31.449212845474733,34.32730771090199,70.55414209444407,56.54697359749342,37.46808722290527,High,Drip
Maize,Silty,Humid,Zaid,22.41283258812779,40.76226278556044,1012.533677621878,16.71364986900491,53.74413075274648,Medium,Flood
Wheat,Loam,Arid,Kharif,49.293400034046236,36.82774087259814,67.70528306175856,16.272569183445086,28.547035412522455,Medium,Drip
Maize,Loam,Humid,Zaid,11.666186814068704,41.29172063132755,896.6145306210047,71.99044391010987,64.39024781681229,Low,Drip
Sugarcane,Clay,Arid,Zaid,43.228179316971186,43.54695253369718,63.78735637411908,32.636334519354975,44.59556120527822,Medium,Drip
Barley,Clay,Sub-Humid,Kharif,9.848261558358516,29.84677639672725,468.9270961454274,19.76792036036109,20.856708533330853,Low,Drip
Rice,Sandy,Semi-Arid,Rabi,34.063808416857945,23.925377578462587,162.31045143858492,49.5250811138749,38.535671577084045,Medium,Drip
Barley,Loam,Semi-Arid,Zaid,14.940668194192284,33.78250353205958,345.16728623701005,74.32965987785254,42.29219586459733,High,Sprinkler
Grapes,Silty,Semi-Arid,Zaid,17.68333743110362,40.41677342517738,167.43417392372163,43.99495121178299,27.805158654347068,Low,Drip
Sugarcane,Clay,Arid,Zaid,18.13886597658577,31.669398181310363,107.87380674128958,27.311200962608968,67.78889818461042,High,Drip
Rice,Sandy,Sub-Humid,Kharif,39.95031447192988,41.65629152246639,620.5503533883316,38.56791132913888,46.122668888401904,Low,Drip
Cotton,Silty,Humid,Zaid,39.605234145086285,40.05433802488706,627.195429444555,78.77307015573444,51.20957498270396,Medium,Flood
Maize,Loam,Semi-Arid,Kharif,44.132201570447414,33.64988627030108,321.06403303699784,42.51437655780573,45.375549545918304,Medium,Sprinkler
Rice,Clayey Loam,Semi-Arid,Zaid,28.514791994045332,35.88472752963291,374.0001398820919,25.57454384668175,44.31142344986599,Medium,Sprinkler
Vegetable,Silty,Semi-Arid,Kharif,37.01029075466033,42.00132923306887,134.30664315412062,63.25213977939569,33.36388985465385,Medium,Drip
Vegetable,Loam,Sub-Humid,Zaid,43.855875752163406,39.352171849321664,454.9324378870986,38.892664060057385,92.8942818968515,Medium,Sprinkler
Barley,Loam,Sub-Humid,Rabi,1.6480012071831478,11.875022622913447,459.61541351535925,62.08029207967027,89.96446150430538,High,Sprinkler
Wheat,Sandy,Arid,Zaid,11.489756009129842,33.502102464677385,130.06079493120288,33.59396194484306,88.12364383860813,Medium,Drip
Vegetable,Silty,Arid,Kharif,19.384176935779404,28.62175793388847,95.99545511755258,65.67707768948603,29.35692613460394,High,Drip
Rice,Loam,Arid,Rabi,47.335854450024264,19.929650094448295,136.6429782441111,27.11682300640711,45.63659512513795,High,Drip
Wheat,Clay,Humid,Rabi,14.381975891488052,10.265670893007236,853.0121529390956,21.08362538776855,23.838111256159806,High,Flood
Barley,Clay,Semi-Arid,Rabi,34.643237634325175,12.12259583830889,222.74602761219575,66.69591955923293,40.93630228041249,High,Drip
Maize,Clay,Arid,Zaid,36.40153707878238,36.84839706781445,64.1734423152947,55.50218329142864,84.00071000098679,High,Drip
Wheat,Clayey Loam,Semi-Arid,Zaid,46.84807306415989,41.944017469268125,245.5347019689081,62.111017815209685,86.63324786681969,Medium,Drip
Cotton,Silty,Sub-Humid,Rabi,37.58847088267118,20.578772856987555,609.0823239705402,26.40636581279165,31.531325569545984,Low,Drip
Cotton,Loam,Arid,Kharif,35.34983733811205,43.95385237037139,21.97564967413387,11.609233507190556,63.24003888638636,Low,Drip
Grapes,Loam,Sub-Humid,Zaid,36.11682597404208,31.0884139741083,303.82144154092055,69.37334401163946,73.82028315647773,Medium,Sprinkler
Maize,Clayey Loam,Sub-Humid,Zaid,48.25439933964339,28.761923178634923,533.390594439232,35.391712482072194,69.61392708570605,Low,Drip
Barley,Clayey Loam,Semi-Arid,Rabi,43.47740550500789,16.392597345109994,231.43324608838,20.1968232264662,55.835773096704415,Medium,Drip
Barley,Sandy,Semi-Arid,Kharif,46.43996007897722,38.13639294772079,194.3017325181163,60.38283035102777,86.45079010695845,Medium,Drip
Barley,Silty,Sub-Humid,Zaid,17.549445651554084,29.06046699722551,544.3414112598862,76.05481214984914,72.5260741268915,Medium,Sprinkler
Vegetable,Loam,Arid,Zaid,18.654352725453393,37.97210530231627,22.76690270598093,45.48041515531469,55.17972302098193,Low,Drip
Cotton,Loam,Sub-Humid,Rabi,37.45253385297521,24.040522966277273,526.4790289792024,26.70502144448753,47.12885604698203,Low,Drip
Wheat,Clay,Semi-Arid,Zaid,5.915274666881509,29.15954843109102,227.33159441074883,25.467133063114417,42.7425973165859,High,Drip
Rice,Sandy,Sub-Humid,Zaid,7.663748656647865,32.182966140566165,661.7788706930471,27.028073824643712,86.18162652552866,High,Flood
Grapes,Clay,Semi-Arid,Kharif,28.577394555103375,29.783507490792058,171.01793286964255,65.30439300766935,39.46688876863599,Low,Drip
Sugarcane,Clayey Loam,Humid,Zaid,35.07727887757711,40.43869291107823,890.1550447486778,51.32040598287015,63.51435176985067,Medium,Flood
Rice,Loam,Arid,Zaid,41.90669894283791,38.06380884841371,15.664317917153753,46.65309823619818,33.26733162029147,High,Drip
Barley,Sandy,Sub-Humid,Rabi,38.00645514505606,22.325474788801788,433.5645223207239,44.33773808080505,78.68763765760117,Low,Drip
Sugarcane,Loam,Arid,Rabi,5.062661438114808,13.639236822474798,104.25531635568046,76.7620714343268,29.729403466687206,High,Drip
Wheat,Clay,Arid,Kharif,26.05725939469671,31.01066879448544,43.781112295130356,30.98945811440532,33.519102167458726,Medium,Drip
Barley,Clay,Sub-Humid,Kharif,1.8589011290373363,25.69132724320374,321.26593047752255,29.60188100921283,55.03293564882469,Medium,Sprinkler
Rice,Sandy,Arid,Kharif,46.37701479396048,36.36019069459008,77.97035492184435,63.88549455120646,32.596075880651746,Medium,Drip
Barley,Sandy,Arid,Rabi,7.932439737251104,20.75498948527843,79.87623683391834,15.331889835167,84.95924973955142,Low,Drip
Maize,Clay,Humid,Rabi,17.677482443518368,10.992137185174652,1029.2953181137568,22.001136217682507,30.184995180647363,High,Flood
Vegetable,Clayey Loam,Semi-Arid,Zaid,20.235946578458933,36.006621016412836,214.87593675775275,57.605902570794626,41.6118597814537,Medium,Drip
Vegetable,Clayey Loam,Arid,Zaid,46.65497449496723,31.054779032690355,58.30164858871223,62.6298930305142,38.48308360904521,Low,Drip
Maize,Sandy,Sub-Humid,Zaid,19.65174657395567,29.616792803273135,581.9690696369863,29.646555055215707,49.88161432739358,High,Flood
Grapes,Clayey Loam,Sub-Humid,Rabi,35.22935997251848,22.57299174343722,486.71630884668696,23.602076615468754,93.79133481490145,Medium,Sprinkler
Grapes,Loam,Humid,Kharif,26.167659890419376,28.9369393223837,765.8993284787309,22.82417228417034,93.16804071778796,Medium,Flood
Rice,Sandy,Semi-Arid,Rabi,25.146301354616067,15.521578417565323,385.33290896015495,26.785568885224052,67.68545477845751,Medium,Drip
Wheat,Loam,Humid,Rabi,25.803712242807542,16.542565047319442,619.9286025303311,40.796625179145394,69.2938428548542,Medium,Flood
Maize,Sandy,Arid,Rabi,31.543004956120036,24.547337717872605,149.4166480977175,67.78133707544922,21.382773465139138,Low,Drip
Vegetable,Loam,Arid,Zaid,38.276979518594736,30.225189197055993,2.0746321064883997,39.337278793673676,75.71802572167057,Low,Drip
Wheat,Sandy,Humid,Kharif,37.12804261606375,43.36697490316387,871.679068748361,15.051735552809749,77.51530730890718,High,Flood
Maize,Loam,Humid,Rabi,32.02976559063897,21.24065527526412,899.1423719558752,57.06591618586298,86.94993075998825,Medium,Flood
Maize,Loam,Semi-Arid,Zaid,40.56644387813273,31.929870110382275,173.63203868465814,44.39692707879541,90.67344143559102,Low,Drip
Rice,Sandy,Arid,Rabi,22.30855184991457,20.16915830267289,19.935334297264408,75.37597294752133,84.03964303788278,Low,Drip
Grapes,Loam,Humid,Kharif,45.05142771170131,35.23780066489641,1023.5417818694937,12.409985565685242,46.909211886951,High,Flood
Cotton,Loam,Humid,Zaid,28.126033468340182,28.379649066397604,1005.3718708829679,68.54186878560637,36.17178172469094,High,Flood
Wheat,Sandy,Sub-Humid,Kharif,32.45494238389274,33.69221555138405,471.3339834322378,60.60181675329797,83.51782390208348,High,Drip
Wheat,Clay,Semi-Arid,Kharif,42.24092456540492,30.22167678752819,192.43258512594667,60.21409760531888,69.90589065697726,Low,Drip
Rice,Silty,Humid,Zaid,46.91598066253227,32.83309938448119,624.664930396725,42.12069794499547,70.59039350377466,High,Flood
Sugarcane,Silty,Sub-Humid,Rabi,28.933788541021936,24.406916816337738,555.2400193131368,16.71783685622923,47.518949186267875,Low,Drip
Vegetable,Clay,Humid,Zaid,49.28422937852843,42.483318574117504,709.552474009493,51.94068819937932,23.537828248988177,High,Flood
Cotton,Loam,Sub-Humid,Rabi,30.323292616012715,18.08791515580274,542.3195315344537,60.942324039593636,60.81625800302567,Low,Drip
Grapes,Sandy,Humid,Zaid,47.67740582638945,30.47141419009993,736.1468894538991,44.395605306539835,55.419206282017115,Medium,Flood
Maize,Clayey Loam,Arid,Rabi,27.14086981174534,16.777441186336645,44.238768930236226,43.45661252952895,80.70449384137619,Medium,Drip
Sugarcane,Silty,Sub-Humid,Rabi,2.376150343371044,19.6235311371955,431.56428968377196,33.84016304781406,30.842890281056512,Low,Drip
Sugarcane,Silty,Humid,Kharif,20.59293803472236,39.63646547515976,799.8451728120426,36.82670368469706,87.79633435040076,Low,Drip
Wheat,Clayey Loam,Humid,Zaid,40.65178368113086,34.125461088803576,854.3715586852938,65.30749136001833,71.690122395526,High,Flood
Vegetable,Clay,Sub-Humid,Kharif,11.72304778360164,25.160446000095437,302.0105491048094,29.536121428093296,61.98684886166488,High,Sprinkler
Barley,Sandy,Sub-Humid,Kharif,46.01563917857757,30.84050631311269,454.6251619368801,61.85705293432284,53.052719758310005,Low,Drip
Cotton,Loam,Arid,Zaid,19.968565524850842,32.34891031844233,15.369359600691823,37.74930625990321,92.96022308209722,Low,Drip
Barley,Clay,Sub-Humid,Rabi,0.575043394418801,12.058918220616459,584.176810721823,16.51224379271238,48.504485980083594,High,Flood
Grapes,Sandy,Semi-Arid,Zaid,25.39373552164373,44.28298144951975,232.81184408538405,19.26800613032784,41.845037925112585,High,Drip
Cotton,Loam,Semi-Arid,Kharif,16.287539142498726,26.00849769994037,360.8030394557249,62.677562991123445,82.07688040769679,Medium,Sprinkler
Barley,Clay,Humid,Kharif,12.692747554451515,30.66601754686943,614.0856744108903,10.46514275649863,85.75869130192234,High,Flood
